Ranking;Razão Social;Faturamento (R$);% Participação;% Acumulado;Classe;Cidade;UF;CNPJ;Telefone;E-mail;Vendedor
12761;JK ENGENHARIA & CONSULTORIA EMPRESARIAL LTDA;;;;;SAO PAULO;SP;19387458000173;1137455750;contato@newtimesassessoria.com.br;
12762;CANO ABREU ENGENHARIA LTDA;;;;;SAO PAULO;SP;19660645000189;1122043810;trusko.contabil@gmail.com;
12763;ERIKA SUEMI TAKARA;;;;;SAO PAULO;SP;19759982000128;1139665278;contabil.notredame@hotmail.com;
12764;ROBINSON LOURO VIEIRA;;;;;SAO PAULO;SP;19803506000167;1122043810;trusko.contabil@gmail.com;
12765;DJJBGAZEL CONSULTORIA EM SERVICOS DE ENGENHARIA LTDA;;;;;SAO PAULO;SP;19833181000165;1150521557;danilogazel@gmail.com;
12766;BALTHAZAR & OLIVEIRA ENGENHARIA S/S LTDA;;;;;SAO PAULO;SP;19916692000140;1122043810;trusko.contabil@gmail.com;
12767;ENFLEXENG ENGENHARIA S/S LTDA;;;;;SAO PAULO;SP;20681313000160;1122043810;trusko.contabil@gmail.com;
12768;MPZ ENGENHARIA LTDA.;;;;;SAO PAULO;SP;20918237000163;1155850220;mpz1000@hotmail.com;
12769;PVNRT ENGENHARIA LTDA;;;;;SAO PAULO;SP;20975791000182;1122043810;trusko.contabil@gmail.com;
12770;LEGUS ENGENHARIA CONSULTIVA LTDA;;;;;SAO PAULO;SP;21011017000114;1146383550;contabilcontabilidade@msn.com;
12771;CPENG CONSULTORIA E PROJETOS DE ENGENHARIA LTDA;;;;;SAO PAULO;SP;21026764000126;1187874411;and.assuncao@gmail.com;
12772;ADIAS ENGENHARIA LTDA;;;;;SAO PAULO;SP;21073593000196;1146383550;contabilcontabilidade@msn.com;
12773;SORIA & ROCHA ENGENHARIA S/S LTDA;;;;;SAO PAULO;SP;21118020000131;1122043810;trusko.contabil@gmail.com;
12774;METALORGANIS SERVICOS DE REMEDIACAO S/S LTDA;;;;;SAO PAULO;SP;21782665000174;1139260147;metalorganis@metalorganis.com;
12775;MARQUES CONSULTORIA EM ENGENHARIA LTDA;;;;;SAO PAULO;SP;21944773000104;1152124652;fernando.bonfim@uol.com.br;
12776;F & S SERVICOS DE APOIO ADMINISTRATIVO LTDA;;;;;SAO PAULO;SP;22369066000196;1122760961;contabilidade@jlviana.com.br;
12777;THOMAZ CARDOZO GRAMULIA SERVICOS EM ENGENHARIA ELETRICA;;;;;SAO PAULO;SP;22556067000140;1125336408;thomaz@thzengenharia.com.br;
12778;JAIRO ZAITZ SERVICOS DE ENGENHARIA;;;;;SAO PAULO;SP;22717507000101;1132213572;jairo.zaitz@gmail.com;
12779;AWA GREEN ENGENHARIA LTDA;;;;;SAO PAULO;SP;22949948000120;1122043810;trusko.contabil@gmail.com;
12780;R S MORALEZ ENGENHARIA;;;;;SAO PAULO;SP;23027069000104;1172215327;rodolfomoralez@gmail.com;
12781;ROGERIO LOPES FERRONI;;;;;SAO PAULO;SP;23083883000146;1122043810;trusko.contabil@gmail.com;
12782;CRUZEIRO ENGENHARIA LTDA;;;;;SAO PAULO;SP;23227645000167;1156676119;alexandre.suguihara@gmail.com;
12783;ERPL ENGENHARIA LTDA;;;;;SAO PAULO;SP;23299253000103;1122043810;trusko.contabil@gmail.com;
12784;QUATI PARTICIPACOES LTDA WPUK SCP;;;;;SAO PAULO;SP;23302766000126;1122154788;legalizacao@gerencer.com.br;
12785;CERQUEIRA E GUEBARA ENGENHARIA LTDA;;;;;SAO PAULO;SP;23349925000148;1193994821;glaucio@cgfc.com.br;
12786;CNM ENGENHARIA E CONSTRUCOES LTDA;;;;;SAO PAULO;SP;23465307000163;1155244209;contabil.melo@uol.com.br;
12787;TSURUDA MORO ENGENHARIA LTDA;;;;;SAO PAULO;SP;23503033000150;1122043810;trusko.contabil@gmail.com;
12788;SCS DO BRASIL ENGENHARIA LTDA;;;;;SAO PAULO;SP;23764839000100;1134884600;guarnera@guarnera.com.br;
12789;FATIMA ALVES TOSTES;;;;;SAO PAULO;SP;23970309000100;1150522760;tostes.fatima@gmail.com;
12790;MARCIO ANSARAH SERVICOS DE GESTAO EM ENGENHARIA;;;;;SAO PAULO;SP;23990009000192;1125770783;mansarah@uol.com.br;
12791;PATRICIA ZIFSSAK SOUZA;;;;;SAO PAULO;SP;24089959000103;1122043810;trusko.contabil@gmail.com;
12792;FELICIANO DE OLIVEIRA JUNIOR;;;;;SAO PAULO;SP;24216567000168;1122043810;trusko.contabil@gmail.com;
12793;EXPERIENTIA ENGENHARIA S/S;;;;;SAO PAULO;SP;24449599000103;1195653234;experientiaengenharia@gmail.com;
12794;F ROCHA ENGENHARIA LTDA;;;;;SAO PAULO;SP;24466579000140;1156705706;comercial@camposcont.com.br;
12795;PRILAN ENGENHARIA LTDA;;;;;SAO PAULO;SP;24636467000190;1120687918;pereiracont@terra.com.br;
12796;CAMILA SILVA DURAZZO DE LIMA;;;;;SAO PAULO;SP;24650771000192;1129538789;trusko.contabil@gmail.com;
12797;YURI PALADINO SILVA;;;;;SAO PAULO;SP;24657414000156;1129538789;trusko.contabil@gmail.com;
12798;LEITE BIAZOTTO ENGENHARIA CIVIL S/S;;;;;SAO PAULO;SP;24681809000194;1198984854;julianagilleite@gmail.com;
12799;BALE ENGENHEIROS ASSOCIADOS LTDA;;;;;SAO PAULO;SP;24867203000148;1129538789;trusko.contabil@gmail.com;
12800;CARLOSDGO ENGENHARIA LTDA;;;;;SAO PAULO;SP;24867235000143;1129538789;trusko.contabil@gmail.com;
12801;BRAGA & PROENCA ENGENHARIA SS LTDA;;;;;SAO PAULO;SP;24969478000192;1169538789;trusko.contabil@gmail.com;
12802;EDUARDO MORETTI SERVICOS;;;;;SAO PAULO;SP;25022010000159;1120982440;nieri@nieriassessoria.com.br;
12803;RIOS MOREIRA ENGENHARIA LTDA;;;;;SAO PAULO;SP;25075464000198;1156705706;comercial@camposcont.com.br;
12804;OREGON ENGENHARIA E GERENCIAMENTO LTDA;;;;;SAO PAULO;SP;25118492000145;1184323306;oregon.engenharia@gmail.com;
12805;TTR CONSULTORIA EM ENGENHARIA LTDA;;;;;SAO PAULO;SP;25144109000123;1122043810;trusko.contabil@gmail.com;
12806;AYOK ENGENHARIA LTDA;;;;;SAO PAULO;SP;25341492000100;1129538789;trusko.contabil@gmail.com;
12807;RY_YAMA ENGENHARIA DE PROJETOS LTDA;;;;;SAO PAULO;SP;26042161000131;1129538789;trusko.contabil@gmail.com;
12808;ATS-SERV ASSESSORIA ADMINISTRATIVA LTDA;;;;;SAO PAULO;SP;26092729000129;1129538789;trusko.contabil@gmail.com;
12809;LBATISTA ENGENHARIA LTDA;;;;;SAO PAULO;SP;26182897000105;1129538789;trusko.contabil@gmail.com;
12810;GLIC FAS LTDA;;;;;SAO PAULO;SP;26333167000168;1148731058;psibinelli@gmail.com;
12811;ALEXANDRE ILIAS BERNABE ALEXANDRIDIS;;;;;SAO PAULO;SP;26613964000107;1146468823;contabil.coppola@uol.com.br;
12812;LOURENCO BARCENA;;;;;SAO PAULO;SP;26640762000146;1132557708;conabilidadae@hardcoreconsultoria.com.br;
12813;RAFAEL DE B MORAES;;;;;SAO PAULO;SP;26902673000120;1140208283;contato@agilize.com.br;
12814;L.F.ALCANTARA CAULADA ENGENHARIA;;;;;SAO PAULO;SP;27022910000121;1176663016;luiz.caulada@gmail.com;
12815;BERFOR ENGENHARIA LTDA;;;;;SAO PAULO;SP;27025546000153;1122043810;trusko.contabil@gmail.com;
12816;INHOUSE SOLUCOES INTELIGENTES EM AUTOMACAO LTDA;;;;;SAO PAULO;SP;27126346000197;1681333584;matheus.oliveira@inhousesolucoes.com.br;
12817;DRC ENGENHARIA LTDA;;;;;SAO PAULO;SP;27339949000177;1129446895;dpamaury@yahoo.com.br;
12818;MAURO VICTOR LORENZONI DOMINGUES;;;;;SAO PAULO;SP;27340266000130;1193731992;mauro@kzconsult.com.br;
12819;JORDANA ALVES SIMONAGGIO ENGENHARIA ELETRICA;;;;;SAO PAULO;SP;27466245000165;1155420087;j_simonaggio@yahoo.com.br;
12820;RODRIGO ALCANTARA DE SOUZA DIAS;;;;;SAO PAULO;SP;27531952000198;1129538789;trusko.contabil@gmail.com;
12821;MINERAL PROCESSING SOLUTIONS LTDA;;;;;SAO PAULO;SP;27634194000133;1123670943;contato@regracontabil.com;
12822;URKO ENGENHARIA LTDA;;;;;SAO PAULO;SP;27664862000175;1129538789;trusko.contabil@gmail.com;
12823;MATAGA ENGENHARIA LTDA;;;;;SAO PAULO;SP;27755556000144;1181223920;trusko.contabil@gmail.com;
12824;ALFAPROJ SERVICOS DE ENGENHARIA LTDA;;;;;SAO PAULO;SP;27755918000105;1129538789;trusko.contabil@gmail.com;
12825;CLICKSOL ENGENHARIA LTDA;;;;;SAO PAULO;SP;27881114000144;1179855373;gidelson2000@hotmail.com;
12826;SPOEMT CONSULTORIA E PROJETOS DE ENGENHARIA LTDA;;;;;SAO PAULO;SP;27885081000100;1144369808;luz@soliotti.com.br;
12827;KULLUKIAN ENGENHARIA LTDA;;;;;SAO PAULO;SP;27903104000162;1173553181;trusko.contabil@gmail.com;
12828;EMANUELE TEIXEIRA;;;;;SAO PAULO;SP;28129940000102;1185579340;trusko.contabil@gmail.com;
12829;MARQUES SAMPAIO ENGENHARIA E CONSTRUCOES LTDA;;;;;SAO PAULO;SP;28188946000142;1129538789;trusko.contabil@gmail.com;
12830;QUATI PARTICIPACOES LTDA SCP WPRM OLIVETTI;;;;;SAO PAULO;SP;28440598000159;1132583335;andre@waterpro.com.br;
12831;MARIA TEREZA MOYSES TRAVASSOS VELLANO;;;;;SAO PAULO;SP;28453434000166;1131112432;tereza.vellano@gmail.com;
12832;DHA PENIDO ENGENHARIA LTDA;;;;;SAO PAULO;SP;28511289000122;1187224877;trusko.contabil@gmail.com;
12833;ECK CONSULTORIA ELETRONICA LTDA;;;;;SAO PAULO;SP;28586116000173;1175000209;edsoncan@eck.eng.br;
12834;AGROAVAL CONSULTORIA, AVALIACOES E PERICIAS DE ENGENHARIA LTDA;;;;;SAO PAULO;SP;28873759000106;1130457197;joaopaulorosler@gmail.com;
12835;ENGEPACT ENGENHARIA E PROJETOS LTDA;;;;;SAO PAULO;SP;29149161000123;1128960196;engepact@engepact.com.br;
12836;ANTONIO JOSE HERNANDES JUNIOR SERVICOS DE ENGENHARIA;;;;;SAO PAULO;SP;29315077000132;1155555555;wellitondf1@hotmail.com;
12837;SILVIO TAKASHI TAMARU;;;;;SAO PAULO;SP;29646425000154;1137055032;hungaros10@hotmail.com;
12838;ESPEET EMPRESA DE SOLUCOES EM PROJETOS ESPECIAIS DE ELETRICA E TELECOMUNICACOES LTDA;;;;;SAO PAULO;SP;29713050000106;1159074431;xltzbr@yahoo.com.br;
12839;HESON CONSULTORIA E SERVICOS LTDA;;;;;SAO PAULO;SP;29779023000128;1181417164;hcantar@uol.com.br;
12840;EMBARCA ENGENHARIA E PLANEJAMENTO LTDA.;;;;;SAO PAULO;SP;30020988000111;1199583535;helen.cunha@gmail.com;
12841;RENATO MOURA LIMA ENGENHARIA;;;;;SAO PAULO;SP;30959284000109;1155796820;renatomouralima@uol.com.br;
12842;DIOGO FABIO DUTRA DA SILVA ENGENHARIA;;;;;SAO PAULO;SP;31123035000141;1195538887;diogofabiodutra@gmail.com;
12843;R.E. MONSO ENGENHARIA, GERENCIAMENTO E CONSTRUCAO LTDA;;;;;SAO PAULO;SP;31130638000170;1149030786;remonsoengenharia@gmail.com;
12844;GIOVANI SCAGLIONI;;;;;SAO PAULO;SP;31439587000163;1172175761;gscaprojetos@gmail.com;
12845;MERAKI CONSULTORIA E PROJETOS LTDA;;;;;SAO PAULO;SP;31473604000189;4898230554;luiza.reguse@gmail.com;
12846;DRENTECH ENGENHARIA LTDA;;;;;SAO PAULO;SP;31931035000178;1162007123;sandro.iwakura@gmail.com;
12847;JOSE AUGUSTO ABEL JUNIOR;;;;;SAO PAULO;SP;32385310000168;1973113011;zeaajr@gmail.com;
12848;GNJ - ENGENHARIA ELETRICA LTDA;;;;;SAO PAULO;SP;32887384000100;1122731733;legal@mairro.com.br;
12849;ALEXANDRE GORGA ENGENHARIA LTDA;;;;;SAO PAULO;SP;32982292000100;1155233555;josegorga@hotmail.com;
12850;RICARDO ALMEIDA PROJETOS DE ESTRUTURAS LTDA;;;;;SAO PAULO;SP;33084624000193;1139988994;legalizacao@liverpoolcontabil.com.br;
12851;AMANDA HERMANN GIONFREDO ENGENHARIA;;;;;SAO PAULO;SP;33243116000100;1134677466;evaldo@worldcontabil.com.br;
12852;DCL ENGENHARIA ELETRICA LTDA;;;;;SAO PAULO;SP;33346811000106;1199593515;danielrevolta@hotmail.com;
12853;REINALDO DA SILVA ANTONIO JUNIOR ENGENHARIA E CONSTRUCAO CIVIL;;;;;SAO PAULO;SP;33429882000164;1139988486;atendimento@rsales.com.br;
12854;ALIAGA CAVALEIRO SERVICOS DE ENGENHARIA CIVIL LTDA;;;;;SAO PAULO;SP;33598067000129;1168545832;ericoaliaga@gmail.com;
12855;FRANCA E FARIAS ENGENHARIA E AVALIACOES LTDA;;;;;SAO PAULO;SP;34120422000112;1173313300;osmaina@outlook.com;
12856;JANDER L. DE C. REGO SERVICOS DE ENGENHARIA E INTERMEDIACAO DE NEGOCIOS EM GERAL;;;;;SAO PAULO;SP;34163918000173;1192374012;jander.rego@gmail.com;
12857;RP5 ENGENHARIA LTDA;;;;;SAO PAULO;SP;34301284000178;1139509933;rafael.pereira@mpomontagens.com.br;
12858;GUSTAVO BARRETO PESSANHA;;;;;SAO PAULO;SP;34499112000150;2184006256;gbpessanha@gmail.com;
12859;ECKOSLIFE SOLUCOES AMBIENTAIS LTDA;;;;;SAO PAULO;SP;34613161000172;2481733061;gisele@eckoslife.com.br;
12860;ENGELMANN & CARVALHO ENGENHARIA AMBIENTAL E SEGURANCA NO TRABALHO LTDA;;;;;SAO PAULO;SP;34807398000194;1155714529;rother@rothercontabil.com.br;
12861;ANGELICA MIURA PASTORI;;;;;SAO PAULO;SP;35386732000146;1185063256;re_moura@hotmail.com;
12862;CRISTIANE ABE ENGENHARIA LTDA;;;;;SAO PAULO;SP;35548492000139;1195827400;cristiane_abe@yahoo.com.br;
12863;KONSTIT ENGENHARIA E TECNOLOGIA LTDA;;;;;SAO PAULO;SP;35568114000117;1838214467;contabilidadedp@yahoo.com.br;
12864;THEA ASSESSORIA E APOIO ADMINISTRATIVO EM ENGENHARIA E DESIGN LTDA;;;;;SAO PAULO;SP;35742951000110;1145850124;theaassessoria@gmail.com;
12865;VINICIUS ARAUJO BARBOSA LTDA;;;;;SAO PAULO;SP;35778966000139;1138798500;societario@bagnato.com.br;
12866;LASIG ENGENHARIA LTDA;;;;;SAO PAULO;SP;36130917000158;1179541898;lariguimaraes29@gmail.com;
12867;RODRIGO JORDAO DARUICHE;;;;;SAO PAULO;SP;36263623000102;1143573195;engenheirorodrigojordao@outlook.com;
12868;JONAS COSTA DE MOURA SERVICOS DE ENGENHARIA LTDA;;;;;SAO PAULO;SP;36609265000139;4196869828;meucnpj@contabilizei.com.br;
12869;JAQUELINE APARECIDA CARDOSO KORNER;;;;;SAO PAULO;SP;36682739000178;1146882130;jackorner29@yahoo.com.br;
12870;RODRIGO DA CRUZ SANTOS;;;;;SAO PAULO;SP;36906078000117;1150493455;rodrigocruz1977@uol.com.br;
12871;ICARO D. DOS S. SILVA ENGENHARIA LTDA;;;;;SAO PAULO;SP;37466662000161;4196869828;meucnpj@contabilizei.com.br;
12872;G DE O BERTOLUCCI;;;;;SAO PAULO;SP;37553201000126;1925336405;g.o.bertolucci@gmail.com;
12873;DOMENG ENGENHARIA LTDA;;;;;SAO PAULO;SP;58788555000120;1120876740;juridico.oraculus@uol.com.br;
12874;YOSHIZAKI & SATO ENGENHEIROS ASSOCIADOS LTDA.;;;;;SAO PAULO;SP;64180102000119;1138282732;robertwkerr@hotmail.com;
12875;ROSIL PRESTACAO DE SERVICO EM ENGENHARIA LTDA;;;;;SAO PAULO;SP;66528886000159;1138315353;atendimento@selcyr.com.br;
12876;CONJUNTO ENGENHARIA LTDA;;;;;SAO PAULO;SP;66668880000187;1161620609;contabeis@beracaserv.com.br;
12877;FASOR ENERGIA - EFICIENCIA E MANUTENCAO DE SISTEMAS ELETRICOS LTDA;;;;;SAO PAULO;SP;96512371000121;1125790621;concastrocontabilidade@gmail.com;
12878;SITA ENGENHARIA LTDA;;;;;SUZANO;SP;11997258000120;1138368511;filial@liberty.cnt.br;
12879;ERSTENFLOCKE ENGENHARIA LTDA;;;;;TABOAO DA SERRA;SP;13545354000163;1122043810;trusko.contabil@gmail.com;
12880;L&L ENGENHARIA PROJETOS E CONSTRUCOES LTDA;;;;;TABOAO DA SERRA;SP;27668683000106;1180952453;eng.lilian@hotmail.com;
12881;SONHOS & PLANOS ENGENHARIA LTDA;;;;;TABOAO DA SERRA;SP;29607026000184;1180329371;eng.rafaeldaraujo@gmail.com;
12882;DSB ENGENHARIA LTDA;;;;;TABOAO DA SERRA;SP;37074164000173;4196869828;meucnpj@contabilizei.com.br;
12883;KFC CONSULTORIA & PROJETOS ELETRICOS LTDA;;;;;VALINHOS;SP;10775235000109;1938698011;alessandra@pivacontabilidade.com.br;
12884;ALEXANDRO DE SOUZA MORAIS;;;;;VARGEM;SP;24730810000161;1145981340;sigma@sigmaengeconsultoria.com.br;
12885;LEANDRO R S SPOLADORE - GESTAO DE PROJETOS;;;;;VINHEDO;SP;30142000000197;1999320799;leandro.engenharia7@gmail.com;
12886;AGCP CONSULTORIA E PROJETOS LTDA;;;;;SAO PAULO;SP;64188972000134;1135896218;joserobertoamazonas@gmail.com;
12887;TIIG CICON - TECNOLOGIA EM INFRAESTRUTURA E INTELIGENCIA EM GESTAO LTDA;;;;;SANTANA DE PARNAIBA;SP;03017322000131;1141531053;conrado.tiig@gmail.com;
12888;V.F. ELETROELETRONICA LTDA;;;;;SAO PAULO;SP;02114525000183;1139831139;cayro@terra.com.br;
12889;MARIA ANGELA DI SESSA FILIPPETTI 08610960889;;;;;SAO PAULO;SP;28392527000128;1123689170;victormartinelli@hotmail.com;
12890;PEDRO ALEX SANDRO PEREIRA PECAS RODOVIARIAS;;;;;LIMEIRA;SP;12144428000197;1934432778;juliocorrealemos@hotmail.com;
12891;DEBORA MAGALHAES CONSULTORIA E ENGENHARIA;;;;;POCOS DE CALDAS;MG;35083870000156;3588690906;debora.magalhaes.engcivil@gmail.com;
12892;SITU ACAO EMPREITEIRA DE CONSTRUCAO CIVIL LTDA;;;;;ITAQUAQUECETUBA;SP;04013556000173;1199999999;luizroge.claudino98@gmail.com;
12893;L.R MARTINS;;;;;JUNDIAI;SP;13945520000119;1148155429;daetasue@hotmail.com;
12894;D. DE SOUSA FERREIRA ENGENHARIA;;;;;PIRACICABA;SP;26115112000181;1934134921;neiva@romaninicont.com.br;
12895;D DE RENZO BARRETTI CONSULTORIA AMBIENTAL;;;;;SANTANA DE PARNAIBA;SP;24970957000129;1126804140;mgservcont@uol.com.br;
12896;FELCAM ENGENHARIA E SERVICOS LTDA.;;;;;SAO PAULO;SP;02859311000136;1138646528;zorlini@uol.com.br;
12897;SANGALETTI CONSULTORIA, PLANEJAMENTO E CONSTRUCAO CIVIL S/S LTDA;;;;;SAO PAULO;SP;03752464000142;1137214956;karina@sangaletti.com.br;
12898;G H F ENGENHARIA LTDA;;;;;SAO PAULO;SP;06007431000166;1148990305;chiquinhoperus@ig.com.br;
12899;I. P. LICO ENGENHARIA CONSULTIVA;;;;;SAO PAULO;SP;34324677000105;1181549863;iranlico@ig.com.br;
12900;MARISTELLA GARGALAK  PERES REIS;;;;;SAO PAULO;SP;35715394000149;1184454738;atendimento@andreolicontabil.com.br;
12901;RAFAEL PEREIRA EVANGELISTA ENGENHARIA LTDA;;;;;SAO PAULO;SP;35789111000103;4196869828;meucnpj@contabilizei.com.br;
12902;LEPTRON ACUSTICA LTDA;;;;;SAO PAULO;SP;65011736000100;1143246921;jasuyama@terra.com.br;
12903;PICCOLOTTO ENGENHARIA E CONSTRUCOES LTDA;;;;;CAMPINAS;SP;66703091000130;1932940406;piccolotto@mpc.com.br;
12904;GOMES ENGENHARIA LTDA;;;;;SAO PAULO;SP;61440582000111;1125336043;assconsultoria@assconsultoria.com.br;
12905;PRM ENGENHARIA S/S;;;;;SAO PAULO;SP;04779463000154;1191149245;marps@uol.com.br;
12906;HIDROSAN ENGENHARIA CONSULTIVA LTDA;;;;;SAO PAULO;SP;12448581000108;1124766418;souzadiascont@uol.com.br;
12907;GRAPHOS ENGENHARIA S/S;;;;;SAO PAULO;SP;60318466000161;1131591048;francisco@cosultabilnet.com.br;
12908;J P COELHO;;;;;CAMPINAS;SP;14443645000103;1183274279;jpcoelhoeng@gmail.com;
12909;FARIA & PAIVA SERVICOS DE PLANEJAMENTO FINANCEIRO LTDA;;;;;MOGI DAS CRUZES;SP;10173347000190;1147263130;contascontabilidade@terra.com.br;
12910;B3 PROJETOS LTDA;;;;;SAO PAULO;SP;03407880000103;1138763550;osvaldo.nascimento@calculosinf.com.br;
12911;DBK - ENGENHARIA DE SANEAMENTO E INSTALACOES HIDRAULICAS SS LTDA.;;;;;SAO PAULO;SP;59286518000186;1155312964;dbkengenharia@terra.com.br;
12912;ESCRITORIO TECNICO JOSE MANDACARU GUERRA;;;;;SAO PAULO;SP;62922364000186;1155712079;antonietaguerra@uol.com.br;
12913;REALGEO GEOTECNIA LTDA;;;;;PIRACICABA;SP;34058837000103;1194404973;eng.j.pimenta@gmail.com;
12914;DAL COMANDOS ELETRICOS LTDA;;;;;INDAIATUBA;SP;00808108000105;1938259280;juridico@ngvassessoria.com.br;
12915;CHARLES DE OLIVEIRA AUTOMATIZACAO;;;;;JANDIRA;SP;12491428000163;1146196205;contabiljandira@globo.com;
12916;VERTRAUT COMPONENTES ELETRONICOS LTDA;;;;;PAULINIA;SP;14633022000101;1937442911;repub@prodacon.com.br;
12917;ELLEN CRISTINE CASTANHEIRA;;;;;SAO PAULO;SP;07741518000125;1139695376;pj@pjcontabil.com.br;
12918;IVANETE DE SOUSA SILVA ELETRO-ELETRONICOS;;;;;SAO PAULO;SP;08338867000163;1173933068;contatomtal@gmail.com;
12919;KS LASER INDUSTRIA E COMERCIO DE REMANUFATURADOS LTDA;;;;;SALTO;SP;04136173000192;1140282319;silmara@kslaser.com.br;
12920;BONI & CAETANO AUTOMACAO E SISTEMAS INDUSTRIAIS LTDA;;;;;AMERICANA;SP;18938966000130;1934686274;contato@bcautomacao.com.br;
12921;JOAO TADEU DAL'ACQUA;;;;;GUARULHOS;SP;09057178000143;1170003780;agosto.br@uol.com.br;
12922;PHTEC ELETRONICA LTDA;;;;;SANTA BARBARA D'OESTE;SP;00263540000168;1936215781;phtec@phtec.ind.br;
12923;ADRIANO SMITH SILVEIRA ROMANELLO;;;;;SAO PAULO;SP;10493390000132;1176677028;adsiro@gmail.com;
12924;TERMOMETROS E DENSIMETROS HG IND COM LIMITADA;;;;;SAO PAULO;SP;60837309000162;1122760804;termometroshg@uol.com.br;
12925;ALEXANDRE ASSUNCAO BASTOS;;;;;SAO PAULO;SP;08406353000106;1161913832;celecontabil@ig.com.br;
12926;HELIO RODRIGUES DE FREITAS;;;;;PIRASSUNUNGA;SP;09659156000153;1935621639;dekind2005@yahoo.com.br;
12927;SISTEMA SERVICOS DE AUTOMACAO LTDA.;;;;;SANTO ANDRE;SP;02818089000123;1149925255;legalizacao@jaguarcontabil.com.br;
12928;DAVID JOSE MORCA COUTINHO 07456512671;;;;;POCOS DE CALDAS;MG;11906870000140;3534145555;contato@airlow.com.br;
12929;LUCIO VITOR DE CARVALHO 72003669604;;;;;DIADEMA;SP;29899709000152;1140494022;luciovitorcarvalho@gmail.com;
12930;IVAN CLAUDIO ARAUJO DE JESUS 86740644500;;;;;GUARULHOS;SP;30460522000137;1151683073;araujoivan@gmail.com;
12931;SAMELUZ INDUSTRIA DE MATERIAIS ELETRICOS LTDA;;;;;INDAIATUBA;SP;08637042000140;1938944657;juridico01@escritoriocentral.org;
12932;CRISTINA HONORATO MACEDO 35282332817;;;;;ITAQUAQUECETUBA;SP;27217239000174;1146457276;crishonorato54@gmail.com;
12933;RONALDO MAGALHAES PEREIRA 29947313808;;;;;ITATIBA;SP;33276959000103;1144951872;ronaldo.mpereira@hotmail.com;
12934;FELIPI RAFAEL D OLIVEIRA CUNHA MORAES 23203391830;;;;;MAUA;SP;23907922000182;1168292524;tatiane.soaress@hotmail.com;
12935;VICTOR ANTONIOLI DE MOURA 36446597886;;;;;MAUA;SP;30177160000171;1145422059;victor.admoura@gmail.com;
12936;ROBERTA ALESSANDRA CARDOSO KRUGER 11450130828;;;;;PORTO FERREIRA;SP;36673660000180;1935851813;alfapendentes@hotmail.com;
12937;FERNANDO LIMA RODRIGUES PAQUELLO 32034721802;;;;;SANTO ANDRE;SP;27569497000110;1197401423;fernandopaquello@hotmail.com;
12938;ANDRE DOS SANTOS COSTA 28773087823;;;;;SANTO ANDRE;SP;34927560000108;1166601296;artcristaldecor@gmail.com;
12939;GERALDINO ILUMINACAO LTDA;;;;;SAO PAULO;SP;10847942000163;1139230750;pacto@pactocontabil.com.br;
12940;MARCELO BULLARA LEMOS 15197384808;;;;;SAO PAULO;SP;21106015000109;1155581500;marcelob.corretor@gmail.com;
12941;RICARDO COUTO DA SILVA 14369969883;;;;;SAO PAULO;SP;21428155000101;1182937869;rcoutos@ig.com.br;
12942;ROSANGELA PASSOS DA SILVA 18166140845;;;;;SAO PAULO;SP;22829078000156;1151423429;contato_megailuminacao@outlook.com;
12943;OSVALDO BALDOINO GOMES DE ANDRADE 22391138806;;;;;SAO PAULO;SP;26432184000152;1195228980;osvaldob.andrade@gmail.com;
12944;DEISIANE SANTANA CORDEIRO CARVALHO 01983173525;;;;;SAO PAULO;SP;27334361000120;1151728020;lustrescissane@yahoo.com.br;
12945;DANIELA DIAS DOS SANTOS 42314507819;;;;;SAO PAULO;SP;28015794000186;1156662297;malcio@hotmail.com;
12946;EDUARDO GUILHERME DE CARVALHO 34481075813;;;;;SAO PAULO;SP;29955915000132;1124783628;eduardoguilherme079@gmail.com;
12947;PIERO BARROS TORRES 22392756856;;;;;SAO PAULO;SP;30575309000170;1198851602;pierobt@gmail.com;
12948;CROMA COMPONENTES LTDA;;;;;CAMPINAS;SP;03773662000192;1932341266;sevilhaws@uol.com.br;
12949;SANERTEL SOLUCOES MAGNETICAS INDUSTRIA E COMERCIO LTDA;;;;;NOVA ODESSA;SP;03643633000106;1934982215;sanertel@terra.com.br;
12950;WIETECH INDUSTRIA, COMERCIO, SERVICOS, LOCACAO DE EQUIPAMENTOS ELETRONICOS LTDA;;;;;OSASCO;SP;08354494000114;1136757665;anderson.donha@zoppi.com.br;
12951;SUZUKI & YASUNAKA ELETRO MOTORES LTDA;;;;;SAO PAULO;SP;00000220000115;1139791538;syeletromotores@uol.com.br;
12952;RELEKTRA AUTOMACAO LTDA;;;;;SAO PAULO;SP;21020997000111;1123411654;k.castellini@uol.com.br;
12953;VERIS - INDUSTRIA E COMERCIO DE AUTO PECAS LTDA;;;;;LIMEIRA;SP;07695769000110;1934041800;claudemir@gflanternas.com.br;
12954;PALMIX INDUSTRIA E COMERCIO DE PECAS PARA CAMINHOES BETONEIRAS E SERVICOS LTDA;;;;;OSASCO;SP;74223181000151;1136875120;palmix@ig.com.br;
12955;PRO&IND PRODUTOS INDUSTRIAIS LTDA;;;;;SANTO ANDRE;SP;03056653000180;1144256951;escalianca@cebinet.com.br;
12956;MB FLEX INDUSTRIA E COMERCIO DE CABOS DE COMANDO LTDA.;;;;;SAO PAULO;SP;22457149000137;1137431061;mbflex.cabosdecomando@hotmail.com;
